Adjacency List for Jakarta Node:
Taipei		47.92432636509815
Hong Kong		47.92432636509815
Manila		47.92432636509815
Bangkok		47.92432636509815
Chenai		47.92432636509815

Adjacency List for Mumbai Node:
Neighbour Name		Latency
Jakarta		44.19728252496557
Perth		44.19728252496557
Singapore		44.19728252496557
Kuala Lumpur		44.19728252496557
Sydney		44.19728252496557
Auckland		44.19728252496557
New Delhi		44.19728252496557
Seoul		44.19728252496557
Tokyo		44.19728252496557
Taipei		44.19728252496557
Hong Kong		44.19728252496557
Manila		44.19728252496557
Bangkok		44.19728252496557
Chenai		44.19728252496557

Adjacency List for Seoul Node:
Neighbour Name		Latency
Jakarta		34.4400597722546
Perth		34.4400597722546
Singapore		34.4400597722546
Kuala Lumpur		34.4400597722546
Sydney		34.4400597722546
Auckland		34.4400597722546
New Delhi		34.4400597722546
Mumbai		34.4400597722546
Tokyo		34.4400597722546
Taipei		34.4400597722546
Hong Kong		34.4400597722546
Manila		34.4400597722546
Bangkok		34.4400597722546
Chenai		34.4400597722546

Adjacency List for Tokyo Node:
Neighbour Name		Latency
Jakarta		29.281288574544142
Perth		29.281288574544142
Singapore		29.281288574544142
Kuala Lumpur		29.281288574544142
Sydney		29.281288574544142
Auckland		29.281288574544142
New Delhi		29.281288574544142
Mumbai		29.281288574544142
Seoul		29.281288574544142
Taipei		29.281288574544142
Hong Kong		29.281288574544142
Manila		29.281288574544142
Bangkok		29.281288574544142
Chenai		29.281288574544142

Adjacency List for Taipei Node:
Neighbour Name		Latency
Jakarta		22.953886011176632
Perth		22.953886011176632
Singapore		22.953886011176632
Kuala Lumpur		22.953886011176632
Sydney		22.953886011176632
Auckland		22.953886011176632
New Delhi		22.953886011176632
Mumbai		22.953886011176632
Seoul		22.953886011176632
Tokyo		22.953886011176632
Hong Kong		22.953886011176632
Manila		22.953886011176632
Bangkok		22.953886011176632
Chenai		22.953886011176632

Adjacency List for Hong Kong Node:
Neighbour Name		Latency
Jakarta		23.01897560247167
Perth		23.01897560247167
Singapore		23.01897560247167
Kuala Lumpur		23.01897560247167
Sydney		23.01897560247167
Auckland		23.01897560247167
New Delhi		23.01897560247167
Mumbai		23.01897560247167
Seoul		23.01897560247167
Tokyo		23.01897560247167
Taipei		23.01897560247167
Manila		23.01897560247167
Bangkok		23.01897560247167
Chenai		23.01897560247167

Adjacency List for Manila Node:
Neighbour Name		Latency
Jakarta		13.771383279240702
Perth		13.771383279240702
Singapore		13.771383279240702
Kuala Lumpur		13.771383279240702
Sydney		13.771383279240702
Auckland		13.771383279240702
New Delhi		13.771383279240702
Mumbai		13.771383279240702
Seoul		13.771383279240702
Tokyo		13.771383279240702
Taipei		13.771383279240702
Hong Kong		13.771383279240702
Bangkok		13.771383279240702
Chenai		13.771383279240702

Adjacency List for Bangkok Node:
Neighbour Name		Latency
Jakarta		23.239362356693515
Perth		23.239362356693515
Singapore		23.239362356693515
Kuala Lumpur		23.239362356693515
Sydney		23.239362356693515
Auckland		23.239362356693515
New Delhi		23.239362356693515
Mumbai		23.239362356693515
Seoul		23.239362356693515
Tokyo		23.239362356693515
Taipei		23.239362356693515
Hong Kong		23.239362356693515
Manila		23.239362356693515
Chenai		23.239362356693515

Adjacency List for Chenai Node:
Neighbour Name		Latency
Jakarta		36.207329185084774
Perth		36.207329185084774
Singapore		36.207329185084774
Kuala Lumpur		36.207329185084774
Sydney		36.207329185084774
Auckland		36.207329185084774
New Delhi		36.207329185084774
Mumbai		36.207329185084774
Seoul		36.207329185084774
Tokyo		36.207329185084774
Taipei		36.207329185084774
Hong Kong		36.207329185084774
Manila		36.207329185084774
Bangkok		36.207329185084774

